Champ1,Champ2,Champ3,Champ4,Champ5,Games,Wins
KSante,Lucian,Thresh,,,37,22
Ashe,Irelia,Volibear,,,44,22
Caitlyn,Kled,Lux,,,48,19
Ashe,Gwen,Volibear,,,39,18
Lillia,Yasuo,Yuumi,,,69,38
Ahri,Maokai,Sett,,,37,23
Kayle,Nautilus,Warwick,,,32,19
Gangplank,Kaisa,Nocturne,,,33,20
Darius,Pantheon,Volibear,,,32,14
Jinx,Karma,Sion,,,36,17
Ahri,Ashe,Nunu,,,30,13
MissFortune,Quinn,Viego,,,41,20
Darius,Jhin,Khazix,,,54,23
Irelia,Nocturne,Thresh,,,37,15
Lucian,Maokai,Yasuo,,,32,18
Mordekaiser,Pyke,Vi,,,31,16
Blitzcrank,Jhin,XinZhao,,,32,14
Kindred,Sett,Tristana,,,34,21
Ahri,Sett,Zyra,,,55,37
Sett,Vayne,Zyra,,,33,16
Vayne,Yorick,Zyra,,,39,25
Ahri,Milio,Vi,,,33,17
Caitlyn,Yasuo,Zilean,,,34,16
Jax,Jinx,Seraphine,,,42,26
Lulu,Malzahar,Renekton,,,37,18
Darius,Kaisa,Kindred,,,34,20
Caitlyn,Chogath,Teemo,,,51,24
Jhin,Malzahar,Ornn,,,37,18
Lucian,Lux,Viktor,,,32,15
Jhin,Yone,Yuumi,,,70,24
Jhin,Pantheon,Zoe,,,49,24
Ahri,Lux,Ornn,,,32,17
MasterYi,Nami,Varus,,,34,16
Jhin,MasterYi,Zilean,,,46,25
Ashe,Galio,Naafiri,,,51,24
Ashe,Galio,Lulu,,,45,18
Graves,Jhin,Senna,,,30,17
Malphite,Malzahar,Nocturne,,,40,21
Ahri,Darius,Xayah,,,47,20
Aatrox,Jhin,Rell,,,37,18
Ahri,Garen,Zac,,,36,23
Chogath,Ekko,Lux,,,31,15
Senna,Sylas,Tristana,,,34,13
LeeSin,Lucian,Thresh,,,120,68
DrMundo,Varus,Yasuo,,,34,19
Naafiri,Sion,Xerath,,,33,23
Garen,JarvanIV,Mel,,,43,26
Gnar,Jhin,Morgana,,,45,21
Nasus,Tristana,Yone,,,49,27
Karma,MasterYi,Sylas,,,36,17
Darius,MasterYi,Yone,,,39,18
Blitzcrank,Darius,Yone,,,37,14
Blitzcrank,Darius,Lucian,,,35,20
Pantheon,Riven,Sylas,,,32,16
Pantheon,Sylas,Twitch,,,35,13
Amumu,Aurora,Jhin,,,33,19
Lucian,Naafiri,Sett,,,60,29
Brand,Jinx,MonkeyKing,,,30,12
Teemo,Veigar,Yone,,,36,22
Caitlyn,KSante,LeeSin,,,33,14
KSante,LeeSin,Lulu,,,33,16
Ezreal,MonkeyKing,Viktor,,,57,25
Diana,Galio,Tristana,,,31,15
Galio,Jhin,Naafiri,,,67,36
Kaisa,Nasus,Xerath,,,32,15
Kaisa,Nocturne,Xerath,,,71,35
Ezreal,Morgana,XinZhao,,,45,19
Brand,Nocturne,Yasuo,,,37,17
Aatrox,Brand,Nocturne,,,35,13
Anivia,LeeSin,MissFortune,,,30,14
Kaisa,Syndra,Trundle,,,34,16
Kaisa,Syndra,Vi,,,55,21
Chogath,Varus,Zed,,,31,14
DrMundo,Kaisa,Xerath,,,44,14
Ekko,Kaisa,Xerath,,,31,14
Malphite,Yuumi,Zeri,,,56,32
Lucian,Morgana,Sett,,,34,18
Briar,Ezreal,Sion,,,34,13
Braum,Ezreal,Sion,,,31,13
Caitlyn,Jayce,Shaco,,,55,27
Gwen,Maokai,Yasuo,,,33,21
Kayle,MissFortune,Pantheon,,,45,21
Ahri,Malphite,Yasuo,,,37,20
Kaisa,MasterYi,Orianna,,,36,21
Ahri,Jax,Smolder,,,33,16
Akali,Darius,Volibear,,,30,13
Garen,Pyke,Tristana,,,62,30
Kaisa,MasterYi,Viktor,,,55,33
Brand,Kaisa,Vi,,,47,22
Chogath,Jhin,Nunu,,,30,14
Chogath,Ezreal,Pyke,,,34,15
Kayle,Lulu,Talon,,,30,14
Lillia,Malzahar,Tristana,,,37,20
Caitlyn,Lillia,Malphite,,,40,24
MissFortune,Rell,Vi,,,61,35
Gwen,Sion,Yasuo,,,37,19
Ashe,Gwen,Leona,,,38,16
MissFortune,Nasus,Seraphine,,,62,32
Jinx,Swain,XinZhao,,,40,20
Ezreal,Viego,Yone,,,169,68
Gwen,Jinx,Viktor,,,55,26
Caitlyn,Sett,Syndra,,,39,18
Fizz,Kayn,Tristana,,,39,21
Galio,Vayne,Viego,,,51,28
Kaisa,MonkeyKing,Xerath,,,34,17
Kaisa,Poppy,TwistedFate,,,42,26
Lucian,XinZhao,Yone,,,54,26
Kindred,Leona,MissFortune,,,34,18
Chogath,Ezreal,LeeSin,,,70,28
Chogath,Ezreal,Yuumi,,,31,13
MonkeyKing,Thresh,Yasuo,,,49,22
Lux,Shaco,Xerath,,,32,13
LeeSin,Tristana,Xerath,,,65,33
Kaisa,Volibear,Yuumi,,,56,20
Kaisa,Sylas,Yuumi,,,68,29
Diana,Gwen,Lulu,,,35,15
Diana,Lulu,Nasus,,,37,20
Lux,Sylas,Vi,,,66,28
Ahri,Jinx,Quinn,,,31,16
Caitlyn,Fizz,Pyke,,,34,16
Lillia,Teemo,Tristana,,,30,14
Ashe,Chogath,Volibear,,,31,15
Irelia,Jinx,Mel,,,44,19
Ashe,Galio,Nocturne,,,50,24
Irelia,Morgana,Naafiri,,,30,14
MissFortune,Morgana,Tryndamere,,,62,33
Chogath,Jax,Jhin,,,37,25
Darius,Ezreal,Milio,,,31,13
Caitlyn,Khazix,Sion,,,33,16
Amumu,Diana,Jinx,,,36,17
Lux,Smolder,Talon,,,30,15
Caitlyn,Graves,Sion,,,41,15
Caitlyn,Fizz,Graves,,,31,17
FiddleSticks,Yasuo,Yone,,,42,19
FiddleSticks,Vayne,Yone,,,36,19
Jinx,Lillia,Yorick,,,42,24
Fiora,Lux,Naafiri,,,59,28
Fiora,Jhin,Naafiri,,,57,37
Alistar,Lillia,Yone,,,50,27
Malzahar,Sion,Tristana,,,33,17
Braum,Nocturne,Tristana,,,37,19
Braum,Malzahar,Tristana,,,36,13
Brand,Darius,Smolder,,,45,19
Jhin,Lissandra,Morgana,,,30,16
DrMundo,Malzahar,Tristana,,,38,21
Leona,Mel,Teemo,,,34,12
MissFortune,Sona,Trundle,,,30,17
Kaisa,Mel,Pyke,,,49,23
Ashe,Nasus,Viego,,,45,20
Ezreal,FiddleSticks,Xerath,,,37,17
Graves,Jhin,Rell,,,33,14
Jinx,Leona,Zed,,,68,39
Ezreal,Fiora,TwistedFate,,,31,19
Ezreal,Riven,Syndra,,,34,21
Ambessa,Yuumi,Zeri,,,44,19
Pantheon,Yuumi,Zeri,,,55,37
Darius,FiddleSticks,Sylas,,,30,13
FiddleSticks,Jhin,Sylas,,,57,27
Anivia,Lulu,Viego,,,30,17
Renekton,Yuumi,Zeri,,,54,33
Kayn,Yuumi,Zeri,,,70,44
Jax,Kayn,Nautilus,,,33,15
Ahri,MonkeyKing,Thresh,,,38,22
Evelynn,Lux,Sett,,,34,16
Amumu,Jinx,Riven,,,39,19
Darius,Lucian,Yorick,,,31,15
Bard,Chogath,Jhin,,,39,18
Akali,Lux,Pantheon,,,47,19
Garen,Jinx,Pantheon,,,66,32
Mordekaiser,Yone,Yuumi,,,63,34
Mordekaiser,Yuumi,Zeri,,,83,43
Akali,FiddleSticks,Jhin,,,50,28
Lux,Quinn,Volibear,,,31,14
Darius,Sylas,Yuumi,,,62,26
Ashe,Diana,Trundle,,,34,18
Tristana,Yasuo,Zac,,,61,32
Draven,Garen,Lux,,,61,25
Ahri,Brand,Sett,,,37,23
Darius,Mel,Xayah,,,30,14
Fizz,Garen,Shaco,,,30,16
Ezreal,Renekton,Swain,,,35,14
Darius,Hecarim,Kaisa,,,35,17
LeeSin,Lulu,Twitch,,,55,23
Jhin,Nocturne,Shaco,,,43,22
Evelynn,Nautilus,Yone,,,31,14
Ahri,Briar,Nautilus,,,40,16
LeeSin,Mordekaiser,Sylas,,,62,31
Caitlyn,LeeSin,Sylas,,,187,101
LeeSin,Lulu,Sylas,,,125,62
Diana,Leona,Renekton,,,32,18
MissFortune,Nautilus,Pantheon,,,65,39
Braum,Lucian,TwistedFate,,,50,29
Kaisa,Lillia,Sion,,,55,26
Amumu,MissFortune,Zyra,,,62,29
FiddleSticks,Rakan,Xayah,,,35,17
Irelia,LeeSin,Varus,,,57,28
Ahri,MasterYi,Pyke,,,49,19
Brand,Garen,Smolder,,,36,17
Aurora,Caitlyn,Nautilus,,,41,13
Darius,MasterYi,Tristana,,,51,29
Ezreal,Poppy,Volibear,,,39,18
Ezreal,Malzahar,Poppy,,,42,23
Ahri,Jinx,Mel,,,68,34
Lux,Ornn,Yone,,,30,20
Ahri,Nocturne,Renekton,,,35,11
Ahri,Renekton,Yuumi,,,30,10
Ahri,Nocturne,Twitch,,,38,17
Briar,Jinx,Zyra,,,34,22
Lucian,Viego,Viktor,,,77,47
Aphelios,Mel,Sett,,,31,15
Amumu,Chogath,Lux,,,40,20
Garen,Graves,Morgana,,,33,23
Ezreal,Neeko,Zed,,,50,25
Akali,MissFortune,Nasus,,,66,34
Jax,Jinx,Soraka,,,43,28
Briar,Ezreal,Yorick,,,36,18
Briar,Ezreal,Thresh,,,34,18
Ezreal,Hwei,Thresh,,,34,12
Malphite,Xerath,Yasuo,,,58,31
Lulu,Mordekaiser,Volibear,,,31,19
Ahri,Nautilus,XinZhao,,,51,30
Jayce,Jhin,Yone,,,44,22
Jinx,MasterYi,Riven,,,32,14
Ekko,Jinx,Zyra,,,31,11
Gragas,Jhin,Sylas,,,44,17
Twitch,Yasuo,Yone,,,38,16
Kaisa,Lillia,Malphite,,,41,23
LeeSin,Malzahar,Nami,,,37,16
DrMundo,Sylas,Vayne,,,31,17
Ashe,Mel,Teemo,,,63,31
Jhin,Mordekaiser,Poppy,,,34,18
Malzahar,Morgana,Tristana,,,45,25
Mordekaiser,Pantheon,Varus,,,57,26
Diana,Lucian,Sett,,,64,36
Braum,MissFortune,XinZhao,,,34,18
Kaisa,Mordekaiser,Seraphine,,,43,22
Ezreal,Nasus,XinZhao,,,36,17
Ezreal,Malphite,XinZhao,,,58,30
LeeSin,Mordekaiser,Pantheon,,,33,15
Diana,Lucian,Nasus,,,36,16
Galio,Kaisa,Rell,,,32,16
TahmKench,Warwick,Yone,,,31,16
Ezreal,Nasus,Vi,,,47,23
Akali,Ezreal,Nasus,,,51,23
Ezreal,Velkoz,Vi,,,52,22
Aphelios,Jax,Lux,,,33,17
KogMaw,Lulu,Nidalee,,,30,17
Caitlyn,Garen,MonkeyKing,,,30,17
Caitlyn,Chogath,JarvanIV,,,50,24
Darius,LeeSin,Orianna,,,31,19
Diana,Naafiri,Tristana,,,43,19
Rakan,Xayah,Xerath,,,40,23
MissFortune,Morgana,Volibear,,,135,69
Chogath,Mel,Volibear,,,35,19
Elise,Kaisa,Mel,,,31,11
Leona,Sylas,Vi,,,34,23
Jhin,Leona,Vi,,,52,29
JarvanIV,Lux,Malphite,,,38,18
Kaisa,Lux,Orianna,,,30,16
Kayn,Mordekaiser,Xayah,,,32,17
Hecarim,Jinx,Zed,,,30,12
Jinx,Leona,Tryndamere,,,33,17
Garen,XinZhao,Yasuo,,,38,16
Amumu,Lux,Sion,,,42,17
Ashe,Leblanc,Lux,,,43,19
Aatrox,Lulu,Orianna,,,49,21
Jinx,Malphite,MonkeyKing,,,34,18
Ezreal,Kayle,Xerath,,,40,19
Kayn,Lux,TwistedFate,,,33,21
Ashe,Lux,TwistedFate,,,34,16
Ahri,Gwen,Kayn,,,34,14
Garen,Jhin,Rakan,,,37,16
Lucian,Ryze,Yorick,,,37,17
Lucian,Milio,Ryze,,,36,19
Gnar,Sylas,Viego,,,36,10
Pantheon,Tristana,Vi,,,66,40
Lulu,Nidalee,Yone,,,38,19
AurelionSol,Darius,Ezreal,,,34,17
AurelionSol,Darius,Lux,,,37,22
Janna,Jhin,Warwick,,,40,23
Ezreal,Nasus,Senna,,,34,17
Lillia,MissFortune,Senna,,,40,23
Ahri,Chogath,Vayne,,,32,16
Ezreal,Lillia,Sylas,,,48,30
Aphelios,Thresh,XinZhao,,,46,18
Garen,Thresh,Viktor,,,53,23
Thresh,Viktor,Warwick,,,52,29
Irelia,Morgana,Warwick,,,39,25
MonkeyKing,Teemo,Yasuo,,,31,19
Ezreal,Galio,Teemo,,,50,21
Akali,Lucian,Yasuo,,,36,18
Ahri,Senna,Tristana,,,44,14
Ashe,Nunu,Yone,,,33,15
Nautilus,Nunu,Yone,,,37,17
Caitlyn,Kayle,Pyke,,,42,21
Brand,Viego,Yorick,,,32,18
Jinx,Olaf,Thresh,,,34,23
Darius,Vayne,Vladimir,,,35,19
Fizz,JarvanIV,MissFortune,,,31,13
Brand,JarvanIV,MissFortune,,,45,29
Yasuo,Yone,Yorick,,,45,22
Lux,Smolder,Viego,,,71,36
Aphelios,Lulu,Warwick,,,42,25
Velkoz,Warwick,Zed,,,30,20
Khazix,Lulu,Viktor,,,31,20
Orianna,Pantheon,Tristana,,,45,19
Orianna,Shaco,Tristana,,,42,21
Ezreal,Galio,Sett,,,41,22
Ezreal,Galio,JarvanIV,,,31,17
Lulu,Varus,Viego,,,71,35
Blitzcrank,Lucian,Sett,,,37,18
Jayce,Pantheon,Tristana,,,40,18
Caitlyn,Pantheon,Viktor,,,72,39
Akali,Jinx,Mel,,,52,26
Chogath,DrMundo,Jhin,,,30,15
Malzahar,Trundle,Zyra,,,31,18
Akali,Nami,Sett,,,33,24
Darius,Jinx,Neeko,,,38,20
Jinx,Neeko,Sylas,,,33,19
Ezreal,Garen,Neeko,,,47,15
Ezreal,Neeko,Warwick,,,42,19
JarvanIV,MissFortune,Swain,,,44,27
Ezreal,Gwen,Ryze,,,34,11
Aatrox,Viktor,Yuumi,,,36,13
Aatrox,Yuumi,Zeri,,,97,50
Lucian,Xerath,Yorick,,,37,20
Nautilus,Syndra,Viego,,,33,20
Ahri,Jax,Swain,,,37,22
Malphite,Swain,Viego,,,47,22
Kaisa,Lux,Shyvana,,,34,17
Lux,Renekton,Xerath,,,36,24
Kaisa,Renekton,Xerath,,,44,24
Nami,Varus,Yorick,,,38,23
Jhin,Riven,Velkoz,,,49,28
Amumu,Jhin,Velkoz,,,53,31
Malphite,Neeko,Yasuo,,,31,15
MissFortune,Swain,Vex,,,31,14
MissFortune,Sett,Zoe,,,43,29
Jhin,Teemo,Trundle,,,32,13
Garen,Smolder,Viego,,,40,28
Irelia,Lux,Smolder,,,38,19
Jhin,Malphite,Velkoz,,,68,38
Caitlyn,Talon,Viktor,,,33,19
Jax,Vayne,Viego,,,31,16
Viego,Yuumi,Zed,,,36,14
Anivia,Darius,Ezreal,,,36,18
Galio,Malphite,Nocturne,,,32,18
Ezreal,Veigar,Vi,,,53,20
Diana,Lucian,Shen,,,33,14
Diana,Lucian,Nautilus,,,51,29
Katarina,Lucian,Nautilus,,,33,15
Pyke,Shaco,Yone,,,47,22
Ezreal,Teemo,Thresh,,,83,41
Ashe,Braum,Quinn,,,31,16
LeeSin,Mordekaiser,Xayah,,,35,13
Garen,Jhin,Orianna,,,51,25
Garen,Jhin,Maokai,,,42,20
Jax,Jhin,Orianna,,,46,20
Kaisa,Poppy,Veigar,,,31,19
DrMundo,Mel,Viego,,,41,20
Kaisa,Ryze,Zed,,,39,22
Ahri,Lucian,Rell,,,31,12
Brand,Garen,LeeSin,,,41,19
Ezreal,Garen,TwistedFate,,,55,26
Ezreal,LeeSin,TwistedFate,,,118,48
Brand,Ezreal,LeeSin,,,76,32
Akali,Jhin,Zyra,,,76,36
Maokai,Tristana,Yorick,,,36,13
MissFortune,Thresh,Zac,,,32,18
Mel,Nocturne,Trundle,,,39,14
Katarina,Teemo,Viego,,,30,17
Jinx,Leona,Sylas,,,75,44
Lillia,MissFortune,Viktor,,,37,26
MissFortune,Senna,Viktor,,,33,21
JarvanIV,Karma,MissFortune,,,39,22
Ashe,Lulu,Nasus,,,47,23
Tristana,Velkoz,Yone,,,58,33
Caitlyn,DrMundo,Yuumi,,,31,12
Ashe,Gragas,Yone,,,34,14
Kaisa,LeeSin,Shaco,,,43,22
Ahri,Jax,Nocturne,,,44,25
Garen,Veigar,Volibear,,,51,26
Garen,Volibear,Yuumi,,,30,17
Volibear,Yuumi,Zeri,,,59,36
Veigar,Yuumi,Zeri,,,40,24
Ezreal,Nasus,Yorick,,,44,26
Lux,Poppy,Yone,,,31,15
Akali,Garen,Lucian,,,32,18
Garen,LeeSin,Yasuo,,,59,23
Aatrox,Ezreal,Nidalee,,,54,25
Blitzcrank,Ekko,Yone,,,45,19
Nocturne,Orianna,Tristana,,,43,14
Nautilus,Orianna,Tristana,,,42,19
Lucian,Malphite,Volibear,,,31,17
FiddleSticks,MissFortune,Talon,,,35,18
Mordekaiser,Vi,Yone,,,44,24
Lux,Twitch,Vi,,,31,19
Ezreal,Maokai,MasterYi,,,30,22
MissFortune,Orianna,Pantheon,,,45,27
Ezreal,Malzahar,Nasus,,,42,17
Brand,Ezreal,Nasus,,,43,20
Lux,Sett,Xerath,,,42,24
Malphite,Tristana,Yorick,,,52,30
Vayne,Yone,Yuumi,,,74,43
Tristana,Urgot,Viego,,,36,17
Amumu,Mel,Sett,,,46,24
Caitlyn,Malphite,Nunu,,,32,10
Galio,Nocturne,Tristana,,,52,27
Brand,DrMundo,Jinx,,,45,18
Akali,Lucian,Viego,,,62,32
MissFortune,Nasus,Yuumi,,,30,16
Jax,MissFortune,Soraka,,,31,16
Kaisa,Nunu,Pantheon,,,35,16
Caitlyn,Gwen,Neeko,,,51,22
Ahri,Caitlyn,Neeko,,,42,23
Chogath,MasterYi,Tristana,,,43,25
Ezreal,Nasus,Thresh,,,50,23
Fiora,Tristana,Viego,,,36,19
Kayle,Vi,Zed,,,31,19
Jinx,Nidalee,Thresh,,,64,30
Lillia,Lux,Teemo,,,37,20
Jax,Tristana,Warwick,,,41,21
Darius,MissFortune,Nunu,,,35,13
Chogath,LeeSin,Tristana,,,38,15
Chogath,LeeSin,Nami,,,30,17
Ahri,Yasuo,Yuumi,,,34,21
Lucian,MonkeyKing,Sylas,,,40,17
Aatrox,Nautilus,Orianna,,,34,18
Amumu,Mordekaiser,Vayne,,,30,18
Amumu,Leona,Yone,,,39,22
Leona,Vayne,Yone,,,39,15
FiddleSticks,MissFortune,Pantheon,,,33,21
FiddleSticks,Malphite,Yasuo,,,52,30
Ahri,Milio,Tristana,,,46,25
Caitlyn,DrMundo,Syndra,,,43,15
Kayn,Shaco,Tristana,,,30,16
Kaisa,Poppy,Warwick,,,43,18
Nautilus,Nocturne,Viktor,,,39,18
Darius,Pyke,Yasuo,,,56,24
Hecarim,Kaisa,Renekton,,,33,14
Galio,Kaisa,Renekton,,,33,18
Hecarim,Kaisa,Pyke,,,44,21
Galio,Kaisa,Pyke,,,47,24
Lillia,Sion,Zed,,,30,21
Lillia,Lucian,Sion,,,30,18
Darius,Jhin,Trundle,,,31,15
Gwen,Jhin,Tryndamere,,,30,16
Kaisa,Lillia,TahmKench,,,32,10
Pantheon,Sett,Veigar,,,32,20
Lux,Pantheon,Veigar,,,37,17
Aatrox,MissFortune,Velkoz,,,40,22
Illaoi,Kaisa,MasterYi,,,31,14
Darius,Ekko,Yuumi,,,35,11
Jinx,Malphite,TwistedFate,,,42,20
Aatrox,Lulu,Vayne,,,66,27
Hwei,Leona,MissFortune,,,42,22
Garen,Seraphine,Viego,,,40,18
Ashe,Pantheon,Warwick,,,47,21
Caitlyn,DrMundo,Soraka,,,39,24
Jhin,Orianna,Vi,,,49,26
Malzahar,Sion,Viego,,,32,20
MasterYi,Sylas,Yone,,,51,26
Akali,Ambessa,Kaisa,,,36,19
Brand,Jax,Yasuo,,,39,19
Ambessa,Katarina,MissFortune,,,30,14
Braum,Teemo,Zed,,,39,18
Ahri,Kindred,Tristana,,,41,24
Caitlyn,DrMundo,Nocturne,,,39,18
Darius,Swain,Yasuo,,,61,27
Aatrox,Braum,Viego,,,32,22
Sylas,Teemo,Vayne,,,33,14
Maokai,Mordekaiser,Tristana,,,31,15
Leblanc,Lucian,Nasus,,,33,19
Caitlyn,Malphite,TahmKench,,,37,23
Nunu,Pantheon,Yasuo,,,30,8
Kaisa,Orianna,Volibear,,,44,19
Galio,Naafiri,Vayne,,,31,21
Galio,Naafiri,Nautilus,,,33,14
Lillia,Renekton,Yasuo,,,41,26
Lillia,Renekton,Tristana,,,32,20
Sion,Thresh,Zed,,,35,17
Nidalee,Thresh,Zed,,,31,16
Naafiri,Trundle,Vayne,,,30,15
Senna,Vayne,Volibear,,,34,12
Aurora,Garen,Jinx,,,43,21
Darius,Sylas,Zed,,,52,21
Kaisa,Morgana,XinZhao,,,39,15
Jinx,Rell,Sett,,,31,15
Nasus,Tristana,Vi,,,34,14
Jhin,Shaco,Viego,,,54,27
Ezreal,Mel,Zyra,,,42,15
Kaisa,Riven,Xerath,,,33,16
LeeSin,Lulu,Tristana,,,161,80
Ahri,Mordekaiser,Vi,,,74,34
Caitlyn,Naafiri,Viego,,,34,19
Graves,Malzahar,Tristana,,,36,19
Caitlyn,MasterYi,TwistedFate,,,40,16
Graves,Lux,Tristana,,,52,29
Garen,Nautilus,Yorick,,,36,18
Gwen,Tristana,Xerath,,,42,28
Karma,MissFortune,Viktor,,,35,14
Akshan,Kaisa,Shaco,,,31,19
Jinx,Malzahar,Yasuo,,,38,19
Pantheon,Vi,Yasuo,,,40,13
Annie,JarvanIV,Jhin,,,30,18
Alistar,Jhin,Viktor,,,49,23
Lux,Riven,Sylas,,,33,18
Garen,Pantheon,Vayne,,,40,21
Aatrox,Malzahar,Nami,,,30,18
Aatrox,Ahri,Twitch,,,32,12
Jhin,Pantheon,Riven,,,34,15
Aatrox,Swain,Viktor,,,31,18
Amumu,Tristana,Xerath,,,34,19
Tristana,Xerath,Yuumi,,,38,23
Ahri,JarvanIV,Teemo,,,32,20
Caitlyn,Neeko,Sylas,,,41,21
Jhin,KSante,Lux,,,45,22
Caitlyn,Jayce,Pyke,,,32,13
Tristana,Viktor,Zyra,,,31,14
Ashe,Morgana,Vi,,,41,19
Jinx,Vi,Zed,,,60,30
Aphelios,Shaco,Yone,,,41,19
Ashe,Hwei,LeeSin,,,30,14
Samira,Veigar,Volibear,,,34,21
Brand,MasterYi,Yasuo,,,47,18
Jhin,Swain,Viktor,,,38,20
Jax,Pyke,Tristana,,,47,32
Gangplank,MissFortune,Rell,,,41,20
Illaoi,Jinx,Nocturne,,,30,20
Jinx,Neeko,Nocturne,,,36,18
Kindred,Sett,Sylas,,,33,15
JarvanIV,Kaisa,Kayle,,,34,15
Darius,Lucian,Ryze,,,30,13
Lux,Sion,Varus,,,51,23
Garen,Leona,Zed,,,42,19
Jinx,Renekton,Viktor,,,46,23
Caitlyn,Sett,Zac,,,34,18
Ezreal,Irelia,Neeko,,,33,18
MissFortune,Poppy,Viktor,,,35,27
Ashe,MasterYi,Seraphine,,,74,38
Hwei,Morgana,Yorick,,,33,16
Ezreal,Naafiri,Poppy,,,44,21
Gwen,Jinx,Sion,,,40,19
Blitzcrank,Gwen,Yorick,,,31,17
Blitzcrank,Yorick,Zed,,,33,21
Jayce,Lulu,Yone,,,32,20
Kaisa,Rell,Viktor,,,53,32
Ekko,Mel,Varus,,,32,16
Darius,Kindred,Mel,,,32,14
Amumu,Lux,Vladimir,,,32,12
FiddleSticks,MissFortune,Sylas,,,42,27
Morgana,Sylas,Yorick,,,47,24
Mel,MissFortune,Xerath,,,32,13
Hwei,Kayn,MissFortune,,,43,20
Lulu,Smolder,Volibear,,,44,20
Senna,Swain,Viego,,,30,16
Fiora,Lux,Tristana,,,38,15
Milio,Teemo,Zed,,,36,16
Renekton,Viego,Yasuo,,,35,19
Kaisa,Sett,Volibear,,,67,31
Lux,Nocturne,Xerath,,,41,21
Jhin,Khazix,Velkoz,,,46,28
Kayn,Malzahar,Swain,,,45,23
DrMundo,Nami,Yasuo,,,55,29
Kayn,Malphite,Smolder,,,37,17
Sett,Varus,Yasuo,,,38,17
Kaisa,Karma,Zac,,,30,11
Tristana,Vex,Yuumi,,,31,19
Annie,Jinx,Pantheon,,,30,13
Blitzcrank,Diana,Warwick,,,33,15
MissFortune,Rell,Vladimir,,,44,28
DrMundo,Jinx,Lillia,,,39,18
Garen,Swain,Volibear,,,34,13
Lulu,Lux,Volibear,,,36,13
Lulu,Mordekaiser,Zeri,,,37,18
Aatrox,Ahri,Lucian,,,127,72
Lux,Rumble,Yone,,,40,21
Kayn,Mordekaiser,Samira,,,32,17
Azir,Caitlyn,Darius,,,33,15
MissFortune,Morgana,Talon,,,47,28
Akali,Malphite,Viego,,,31,13
Akali,Ashe,Viego,,,66,35
Lucian,Lux,Naafiri,,,81,48
Braum,MasterYi,Tristana,,,32,18
Galio,MissFortune,Nasus,,,35,21
Galio,LeeSin,MissFortune,,,64,31
LeeSin,MissFortune,Poppy,,,41,18
Aatrox,Smolder,Sylas,,,31,14
Graves,Jhin,Renekton,,,38,25
Lucian,Yasuo,Zac,,,51,24
Lucian,Malphite,XinZhao,,,40,23
Mordekaiser,Sivir,Yasuo,,,31,15
Fizz,Garen,Lux,,,47,26
Jax,Lucian,Pantheon,,,38,15
Caitlyn,Nami,Ornn,,,32,19
Twitch,Yasuo,Yorick,,,37,20
Azir,Garen,Kaisa,,,37,12
Malphite,Tristana,Viego,,,82,34
Ahri,DrMundo,Warwick,,,44,26
Gwen,Jhin,Rakan,,,35,17
Jinx,Pantheon,Swain,,,55,27
Blitzcrank,Ezreal,Pantheon,,,32,19
Jhin,Rell,Vladimir,,,30,13
Hecarim,Irelia,Kaisa,,,34,17
Akali,Sion,Vi,,,30,11
Blitzcrank,DrMundo,Tristana,,,37,18
Gnar,Lux,Naafiri,,,40,24
MissFortune,Naafiri,Viktor,,,72,41
Hecarim,Jhin,Leblanc,,,35,18
Akali,MasterYi,Sett,,,39,24
Lux,Senna,Warwick,,,32,18
Blitzcrank,Jinx,Zed,,,63,33
Blitzcrank,MissFortune,Vex,,,30,12
Brand,Jhin,Kayle,,,47,24
Caitlyn,Nami,Xerath,,,31,22
Hwei,Jhin,Morgana,,,31,9
Ambessa,Blitzcrank,Jhin,,,36,13
Lucian,Pantheon,Sett,,,46,21
Lucian,Sett,Yuumi,,,94,51
Lucian,Pantheon,Yuumi,,,64,35
Caitlyn,Galio,Garen,,,67,28
Akali,Heimerdinger,Jinx,,,33,19
Bard,Jinx,Zed,,,30,14
Mordekaiser,Talon,Tristana,,,37,14
Nami,Talon,Tristana,,,33,18
Diana,Sett,Yuumi,,,36,18
Lillia,MissFortune,Swain,,,46,23
Akali,Elise,Jhin,,,34,11
Ahri,Nautilus,Zac,,,32,16
Jhin,Kayn,Orianna,,,48,25
Aphelios,Orianna,Thresh,,,37,16
Caitlyn,Kayle,Talon,,,31,15
Viego,Yone,Ziggs,,,38,25
Mordekaiser,Naafiri,Yuumi,,,36,17
Naafiri,Orianna,Yuumi,,,32,20
Aatrox,Ashe,Yone,,,41,18
Aatrox,Ashe,Swain,,,41,23
Hwei,MissFortune,Sett,,,54,30
Amumu,Hwei,MissFortune,,,35,19
LeeSin,Neeko,Yone,,,40,22
Jinx,LeeSin,Neeko,,,44,19
Kaisa,Leblanc,Yasuo,,,45,16
Aatrox,Samira,Thresh,,,30,15
Samira,Thresh,Viktor,,,35,15
Amumu,Lucian,Thresh,,,31,17
Akali,Caitlyn,Lillia,,,49,26
Kaisa,Pantheon,Rammus,,,30,16
Galio,MissFortune,Trundle,,,33,16
Blitzcrank,XinZhao,Yone,,,33,16
Gragas,MissFortune,Yone,,,47,22
Braum,Kaisa,Vladimir,,,39,20
Kaisa,Velkoz,Warwick,,,33,27
Senna,Shaco,Teemo,,,31,14
