Name,Role,Opponent,Games,Wins,Losses,WR
Ambessa,MIDDLE,Chogath,2,2,0,100
Ambessa,MIDDLE,Fizz,5,3,2,60
Ambessa,MIDDLE,Hwei,5,5,0,100
Ambessa,MIDDLE,Galio,34,15,19,44.12
Ambessa,MIDDLE,Yone,8,5,3,62.5
Ambessa,MIDDLE,Veigar,4,0,4,0
Ambessa,MIDDLE,Teemo,2,2,0,100
Ambessa,MIDDLE,Azir,5,2,3,40
Ambessa,MIDDLE,Swain,5,3,2,60
Ambessa,MIDDLE,Zed,8,8,0,100
Ambessa,MIDDLE,Akali,9,6,3,66.67
Ambessa,MIDDLE,Ryze,3,0,3,0
Ambessa,MIDDLE,Irelia,5,0,5,0
Ambessa,MIDDLE,Aurora,9,6,3,66.67
Ambessa,MIDDLE,Annie,3,3,0,100
Ambessa,MIDDLE,Jayce,3,3,0,100
Ambessa,MIDDLE,Pantheon,6,0,6,0
Ambessa,MIDDLE,Ashe,3,3,0,100
Ambessa,MIDDLE,Ziggs,3,3,0,100
Ambessa,MIDDLE,AurelionSol,3,3,0,100
Ambessa,MIDDLE,Kennen,3,0,3,0
Ambessa,MIDDLE,Taliyah,5,5,0,100
Ambessa,MIDDLE,Maokai,3,3,0,100
Ambessa,MIDDLE,Xerath,3,3,0,100
Ambessa,MIDDLE,Diana,3,3,0,100
Ambessa,MIDDLE,Lissandra,2,0,2,0
Ambessa,MIDDLE,Smolder,2,0,2,0
Ambessa,MIDDLE,Mordekaiser,2,2,0,100
Ambessa,UTILITY,Rakan,3,0,3,0
Ambessa,UTILITY,Darius,2,0,2,0
Ambessa,UTILITY,Lulu,2,0,2,0
Ambessa,UTILITY,Viego,3,0,3,0
Ambessa,UTILITY,Thresh,3,0,3,0
Ambessa,UTILITY,Morgana,3,3,0,100
